TITLE     = "ANALYZED MODEL"
VARIABLES = "X", "Y", "Z", "C"
ZONE T="STEP 0 Incr 0"
F = POINT
32.119700 -0.559886 13.961100 0.000000
33.565800 -0.559886 14.337400 0.000000
32.119700 0.886253 14.090600 0.000000
33.565800 0.886253 14.428100 0.000000
35.011900 -2.006020 14.074000 0.000000
36.458100 -2.006020 14.498600 0.000000
37.904200 -3.452160 13.556200 0.000000
39.350300 -3.452160 13.963500 0.000000
37.904200 -2.006020 14.863400 0.000000
39.350300 -2.480180 14.870400 0.000000
37.930900 -2.006020 14.870400 0.000000
39.350300 -2.006020 15.191900 0.000000
35.011900 -0.559886 14.723100 0.000000
36.458100 -1.314920 14.870400 0.000000
35.519800 -0.559886 14.870400 0.000000
35.011900 0.886253 14.779600 0.000000
35.344600 0.886253 14.870400 0.000000
36.458100 -0.559886 15.114300 0.000000
36.458100 0.886253 15.137400 0.000000
37.904200 -1.995250 14.870400 0.000000
37.904200 -0.559886 15.457100 0.000000
39.350300 -0.559886 15.732900 0.000000
37.904200 0.886253 15.443800 0.000000
39.350300 0.886253 15.688700 0.000000
45.134900 -4.898300 13.578800 0.000000
46.581000 -4.898300 13.872500 0.000000
48.027200 -4.898300 14.090500 0.000000
49.473300 -4.898300 14.258700 0.000000
50.919500 -4.898300 14.402900 0.000000
40.796500 -3.452160 14.338200 0.000000
42.242600 -3.452160 14.691300 0.000000
40.796500 -2.896650 14.870400 0.000000
42.242600 -3.270980 14.870400 0.000000
40.796500 -2.006020 15.500700 0.000000
42.242600 -2.006020 15.811700 0.000000
43.017000 -3.452160 14.870400 0.000000
43.688800 -3.606260 14.870400 0.000000
45.134900 -3.853450 14.870400 0.000000
43.688800 -3.452160 15.023500 0.000000
45.134900 -3.452160 15.286700 0.000000
43.688800 -2.006020 16.091100 0.000000
45.134900 -2.006020 16.263600 0.000000
40.796500 -0.559886 15.980600 0.000000
42.242600 -0.559886 16.235600 0.000000
40.796500 0.886253 15.893200 0.000000
42.242600 0.886253 16.089400 0.000000
43.688800 -1.417700 16.316500 0.000000
42.707700 -0.559886 16.316500 0.000000
45.134900 -1.880380 16.316500 0.000000
43.688800 0.712685 16.316500 0.000000
43.688800 0.886253 16.249600 0.000000
45.134900 0.860044 16.316500 0.000000
45.134900 0.886253 16.305300 0.000000
43.688800 -0.559886 16.463600 0.000000
45.134900 -0.559886 16.578300 0.000000
46.581000 -4.034290 14.870400 0.000000
48.027200 -4.154070 14.870400 0.000000
46.581000 -3.452160 15.429400 0.000000
48.027200 -3.452160 15.477800 0.000000
46.581000 -2.006020 16.297300 0.000000
48.027200 -2.006020 16.231200 0.000000
49.473300 -4.255200 14.870400 0.000000
50.919500 -4.364640 14.870400 0.000000
49.473300 -3.452160 15.497500 0.000000
50.919500 -3.452160 15.523400 0.000000
49.473300 -2.006020 16.148300 0.000000
50.919500 -2.006020 16.092900 0.000000
46.581000 -1.954440 16.316500 0.000000
48.027200 -1.687500 16.316500 0.000000
46.581000 0.886253 16.235200 0.000000
46.581000 0.683111 16.316500 0.000000
48.027200 0.886253 16.084500 0.000000
48.027200 0.162500 16.316500 0.000000
49.018100 -0.559886 16.316500 0.000000
49.473300 -0.559886 16.275000 0.000000
50.919500 -0.559886 16.167700 0.000000
49.473300 0.886253 15.918800 0.000000
50.919500 0.886253 15.775900 0.000000
46.581000 -0.559886 16.546600 0.000000
48.027200 -0.559886 16.417200 0.000000
52.365600 -8.675570 3.301250 0.000000
53.811700 -8.749960 3.301250 0.000000
52.365600 -8.623610 4.747390 0.000000
53.811700 -8.707590 4.747390 0.000000
55.257900 -8.811380 3.301250 0.000000
56.704000 -8.862940 3.301250 0.000000
55.257900 -8.778240 4.747390 0.000000
56.704000 -8.838140 4.747390 0.000000
52.365600 -8.499350 6.193530 0.000000
53.811700 -8.601840 6.193530 0.000000
52.365600 -8.259960 7.639670 0.000000
53.811700 -8.391210 7.639670 0.000000
55.257900 -8.689640 6.193530 0.000000
56.704000 -8.764820 6.193530 0.000000
55.257900 -8.506140 7.639670 0.000000
56.704000 -8.603870 7.639670 0.000000
58.150200 -8.907250 3.301250 0.000000
59.596300 -8.945170 3.301250 0.000000
58.150200 -8.889300 4.747390 0.000000
59.596300 -8.932380 4.747390 0.000000
61.042400 -8.976700 3.301250 0.000000
62.488600 -9.003530 3.301250 0.000000
61.042400 -8.967720 4.747390 0.000000
62.488600 -8.997360 4.747390 0.000000
58.150200 -8.828230 6.193530 0.000000
59.596300 -8.880160 6.193530 0.000000
58.150200 -8.684360 7.639670 0.000000
59.596300 -8.748440 7.639670 0.000000
61.042400 -8.921510 6.193530 0.000000
62.488600 -8.954780 6.193530 0.000000
61.042400 -8.797730 7.639670 0.000000
62.488600 -8.834250 7.639670 0.000000
51.519800 -7.790580 9.085810 0.000000
52.365600 -7.881930 9.085810 0.000000
53.811700 -8.036040 9.085810 0.000000
52.365600 -7.790580 9.373740 0.000000
53.811700 -7.790580 9.846500 0.000000
55.257900 -8.178510 9.085810 0.000000
56.704000 -8.303040 9.085810 0.000000
55.257900 -7.790580 10.262300 0.000000
56.348100 -7.790580 10.531900 0.000000
56.704000 -7.821470 10.531900 0.000000
52.365600 -7.382150 10.531900 0.000000
53.811700 -7.541250 10.531900 0.000000
55.257900 -7.689570 10.531900 0.000000
56.704000 -7.790580 10.608700 0.000000
52.365600 -6.741280 11.978100 0.000000
53.811700 -6.895170 11.978100 0.000000
52.365600 -6.344440 12.676300 0.000000
53.811700 -6.344440 12.912300 0.000000
52.365600 -5.862700 13.424200 0.000000
53.811700 -5.999520 13.424200 0.000000
55.257900 -7.034130 11.978100 0.000000
56.704000 -7.137630 11.978100 0.000000
55.257900 -6.344440 13.099800 0.000000
56.704000 -6.344440 13.232200 0.000000
55.257900 -6.114230 13.424200 0.000000
56.704000 -6.200460 13.424200 0.000000
58.150200 -8.407000 9.085810 0.000000
59.596300 -8.488310 9.085810 0.000000
58.150200 -7.936230 10.531900 0.000000
59.596300 -8.025120 10.531900 0.000000
61.042400 -8.547090 9.085810 0.000000
62.488600 -8.585130 9.085810 0.000000
61.042400 -8.083330 10.531900 0.000000
62.488600 -8.113420 10.531900 0.000000
58.150200 -7.790580 10.879300 0.000000
59.596300 -7.790580 11.066900 0.000000
61.042400 -7.790580 11.171700 0.000000
62.488600 -7.790580 11.209500 0.000000
58.150200 -7.233940 11.978100 0.000000
59.596300 -7.300330 11.978100 0.000000
58.150200 -6.344440 13.309800 0.000000
59.596300 -6.344440 13.338000 0.000000
58.150200 -6.254160 13.424200 0.000000
59.596300 -6.273130 13.424200 0.000000
61.042400 -7.332450 11.978100 0.000000
62.488600 -7.332030 11.978100 0.000000
61.042400 -6.344440 13.323400 0.000000
62.488600 -6.344440 13.273800 0.000000
61.042400 -6.257250 13.424200 0.000000
62.488600 -6.208880 13.424200 0.000000
63.934700 -9.029550 3.301250 0.000000
65.380900 -9.058680 3.301250 0.000000
63.934700 -9.025010 4.747390 0.000000
65.380900 -9.054140 4.747390 0.000000
66.827000 -9.092330 3.301250 0.000000
68.273100 -9.128100 3.301250 0.000000
66.827000 -9.085990 4.747390 0.000000
68.273100 -9.118140 4.747390 0.000000
63.934700 -8.983380 6.193530 0.000000
65.380900 -9.010380 6.193530 0.000000
63.934700 -8.861250 7.639670 0.000000
65.380900 -8.881840 7.639670 0.000000
66.827000 -9.036870 6.193530 0.000000
68.273100 -9.061090 6.193530 0.000000
66.827000 -8.897190 7.639670 0.000000
68.273100 -8.906500 7.639670 0.000000
69.719300 -9.161980 3.301250 0.000000
71.165400 -9.190580 3.301250 0.000000
69.719300 -9.146570 4.747390 0.000000
71.165400 -9.167750 4.747390 0.000000
72.611500 -9.211470 3.301250 0.000000
74.057700 -9.223830 3.301250 0.000000
72.611500 -9.179430 4.747390 0.000000
74.057700 -9.181200 4.747390 0.000000
69.719300 -9.079230 6.193530 0.000000
71.165400 -9.087440 6.193530 0.000000
69.719300 -8.906790 7.639670 0.000000
71.165400 -8.893710 7.639670 0.000000
72.611500 -9.083870 6.193530 0.000000
74.057700 -9.068650 6.193530 0.000000
72.611500 -8.866390 7.639670 0.000000
74.057700 -8.826680 7.639670 0.000000
63.934700 -8.605690 9.085810 0.000000
65.380900 -8.612080 9.085810 0.000000
63.934700 -8.117860 10.531900 0.000000
65.380900 -8.099090 10.531900 0.000000
66.827000 -8.605650 9.085810 0.000000
68.273100 -8.586130 9.085810 0.000000
66.827000 -8.058740 10.531900 0.000000
68.273100 -7.997460 10.531900 0.000000
63.934700 -7.790580 11.192300 0.000000
65.380900 -7.790580 11.129500 0.000000
66.827000 -7.790580 11.029300 0.000000
68.273100 -7.790580 10.899300 0.000000
63.934700 -7.300880 11.978100 0.000000
65.380900 -7.239450 11.978100 0.000000
63.934700 -6.344440 13.193000 0.000000
65.380900 -6.344440 13.082000 0.000000
63.934700 -6.127880 13.424200 0.000000
65.380900 -6.009870 13.424200 0.000000
66.827000 -7.149270 11.978100 0.000000
68.273100 -7.035310 11.978100 0.000000
66.827000 -6.344440 12.942500 0.000000
68.273100 -6.344440 12.784000 0.000000
66.827000 -5.849690 13.424200 0.000000
68.273100 -5.654060 13.424200 0.000000
69.719300 -8.552400 9.085810 0.000000
71.165400 -8.503600 9.085810 0.000000
69.719300 -7.916700 10.531900 0.000000
71.165400 -7.824530 10.531900 0.000000
72.611500 -8.442390 9.085810 0.000000
74.057700 -8.371330 9.085810 0.000000
71.670300 -7.790580 10.531900 0.000000
72.611500 -7.790580 10.422100 0.000000
74.057700 -7.790580 10.249000 0.000000
72.611500 -7.727660 10.531900 0.000000
74.057700 -7.624340 10.531900 0.000000
69.719300 -7.790580 10.747200 0.000000
71.165400 -7.790580 10.588000 0.000000
69.719300 -6.905460 11.978100 0.000000
71.165400 -6.770550 11.978100 0.000000
69.719300 -6.344440 12.620100 0.000000
71.165400 -6.344440 12.458600 0.000000
69.719300 -5.442890 13.424200 0.000000
71.165400 -5.233630 13.424200 0.000000
72.611500 -6.641840 11.978100 0.000000
74.057700 -6.494830 11.978100 0.000000
72.611500 -6.344440 12.297800 0.000000
74.057700 -6.344440 12.137400 0.000000
72.611500 -5.030780 13.424200 0.000000
73.548000 -4.898300 13.424200 0.000000
74.057700 -4.898300 13.376800 0.000000
74.057700 -4.826480 13.424200 0.000000
52.365600 -4.898300 14.523900 0.000000
53.811700 -4.898300 14.617700 0.000000
55.257900 -4.898300 14.680800 0.000000
56.704000 -4.898300 14.711100 0.000000
58.150200 -4.898300 14.708400 0.000000
59.596300 -4.898300 14.674700 0.000000
61.042400 -4.898300 14.614800 0.000000
62.488600 -4.898300 14.533200 0.000000
52.365600 -4.474390 14.870400 0.000000
53.811700 -4.569400 14.870400 0.000000
52.365600 -3.452160 15.549700 0.000000
53.811700 -3.452160 15.565500 0.000000
52.365600 -2.006020 16.052100 0.000000
53.811700 -2.006020 16.011500 0.000000
55.257900 -4.636860 14.870400 0.000000
56.704000 -4.665910 14.870400 0.000000
55.257900 -3.452160 15.563600 0.000000
56.704000 -3.452160 15.540200 0.000000
55.257900 -2.006020 15.963100 0.000000
56.704000 -2.006020 15.903400 0.000000
52.365600 -0.559886 16.080800 0.000000
53.811700 -0.559886 16.000200 0.000000
52.365600 0.886253 15.655100 0.000000
53.811700 0.886253 15.545800 0.000000
55.257900 -0.559886 15.917900 0.000000
56.704000 -0.559886 15.830800 0.000000
55.257900 0.886253 15.440100 0.000000
56.704000 0.886253 15.334900 0.000000
58.150200 -4.648500 14.870400 0.000000
59.596300 -4.580030 14.870400 0.000000
58.150200 -3.452160 15.493100 0.000000
59.596300 -3.452160 15.423200 0.000000
58.150200 -2.006020 15.830800 0.000000
59.596300 -2.006020 15.742500 0.000000
61.042400 -4.459320 14.870400 0.000000
62.488600 -4.286100 14.870400 0.000000
61.042400 -3.452160 15.334000 0.000000
62.488600 -3.452160 15.230300 0.000000
61.042400 -2.006020 15.639600 0.000000
62.488600 -2.006020 15.528300 0.000000
58.150200 -0.559886 15.739100 0.000000
59.596300 -0.559886 15.638400 0.000000
58.150200 0.886253 15.229400 0.000000
59.596300 0.886253 15.121500 0.000000
61.042400 -0.559886 15.528300 0.000000
62.488600 -0.559886 15.416700 0.000000
61.042400 0.886253 15.012100 0.000000
62.488600 0.886253 14.902700 0.000000
63.934700 -4.898300 14.430500 0.000000
65.380900 -4.898300 14.303100 0.000000
66.827000 -4.898300 14.150700 0.000000
68.273100 -4.898300 13.982300 0.000000
69.719300 -4.898300 13.815000 0.000000
71.165400 -4.898300 13.660300 0.000000
72.611500 -4.898300 13.516700 0.000000
63.934700 -4.055560 14.870400 0.000000
65.380900 -3.751240 14.870400 0.000000
63.934700 -3.452160 15.113900 0.000000
65.380900 -3.452160 14.982300 0.000000
63.934700 -2.006020 15.409400 0.000000
65.380900 -2.006020 15.272000 0.000000
66.460400 -3.452160 14.870400 0.000000
66.827000 -3.452160 14.829600 0.000000
68.273100 -3.452160 14.663000 0.000000
66.827000 -3.326610 14.870400 0.000000
68.273100 -2.602540 14.870400 0.000000
66.827000 -2.006020 15.110800 0.000000
68.273100 -2.006020 14.940400 0.000000
62.890700 0.886253 14.870400 0.000000
63.934700 0.886253 14.787200 0.000000
63.934700 0.709982 14.870400 0.000000
65.380900 0.886253 14.657800 0.000000
65.380900 0.405025 14.870400 0.000000
63.934700 -0.559886 15.302000 0.000000
65.380900 -0.559886 15.165800 0.000000
68.043500 -0.559886 14.870400 0.000000
68.273100 -0.559886 14.843500 0.000000
68.273100 -0.695787 14.870400 0.000000
66.827000 0.886253 14.511500 0.000000
66.827000 -0.045509 14.870400 0.000000
68.273100 0.886253 14.358900 0.000000
66.827000 -0.559886 15.007300 0.000000
69.719300 -3.452160 14.511300 0.000000
71.165400 -3.452160 14.380600 0.000000
68.945500 -2.006020 14.870400 0.000000
69.719300 -2.006020 14.797000 0.000000
71.165400 -2.006020 14.681100 0.000000
72.611500 -3.452160 14.257000 0.000000
74.057700 -3.452160 14.140200 0.000000
72.611500 -2.006020 14.570000 0.000000
74.057700 -2.006020 14.454200 0.000000
69.719300 -0.559886 14.702200 0.000000
71.165400 -0.559886 14.582600 0.000000
69.719300 0.886253 14.217200 0.000000
71.165400 0.886253 14.090800 0.000000
72.611500 -0.559886 14.469900 0.000000
74.057700 -0.559886 14.356700 0.000000
72.611500 0.886253 13.972700 0.000000
74.057700 0.886253 13.853600 0.000000
75.503800 -9.236720 1.930030 0.000000
76.950000 -9.236720 3.268170 0.000000
75.503800 -9.227890 3.301250 0.000000
76.950000 -9.224020 3.301250 0.000000
75.503800 -9.173410 4.747390 0.000000
76.950000 -9.156400 4.747390 0.000000
78.396100 -9.236720 3.045460 0.000000
78.396100 -9.212000 3.301250 0.000000
79.842200 -9.192300 3.301250 0.000000
78.396100 -9.130600 4.747390 0.000000
79.842200 -9.096710 4.747390 0.000000
75.503800 -9.042490 6.193530 0.000000
76.950000 -9.006450 6.193530 0.000000
75.503800 -8.775230 7.639670 0.000000
76.950000 -8.712880 7.639670 0.000000
78.396100 -8.962090 6.193530 0.000000
79.842200 -8.911090 6.193530 0.000000
78.396100 -8.641660 7.639670 0.000000
79.842200 -8.563860 7.639670 0.000000
81.288400 -9.165000 3.301250 0.000000
82.734500 -9.131630 3.301250 0.000000
81.288400 -9.055420 4.747390 0.000000
82.734500 -9.007970 4.747390 0.000000
84.180700 -9.094150 3.301250 0.000000
85.626800 -9.054650 3.301250 0.000000
84.180700 -8.956520 4.747390 0.000000
85.626800 -8.903070 4.747390 0.000000
81.288400 -8.853190 6.193530 0.000000
82.734500 -8.788270 6.193530 0.000000
81.288400 -8.480140 7.639670 0.000000
82.734500 -8.391320 7.639670 0.000000
84.180700 -8.719160 6.193530 0.000000
85.626800 -8.647380 6.193530 0.000000
84.180700 -8.300510 7.639670 0.000000
85.626800 -8.207390 7.639670 0.000000
75.503800 -8.288780 9.085810 0.000000
76.950000 -8.195260 9.085810 0.000000
75.503800 -7.790580 10.065300 0.000000
76.950000 -7.790580 9.869980 0.000000
78.396100 -8.092990 9.085810 0.000000
79.842200 -7.982340 9.085810 0.000000
78.396100 -7.790580 9.664270 0.000000
79.842200 -7.790580 9.447380 0.000000
75.503800 -7.510290 10.531900 0.000000
76.950000 -7.386520 10.531900 0.000000
78.396100 -7.256140 10.531900 0.000000
79.842200 -7.117930 10.531900 0.000000
75.503800 -6.345410 11.978100 0.000000
75.513000 -6.344440 11.978100 0.000000
76.950000 -6.344440 11.827100 0.000000
76.950000 -6.192690 11.978100 0.000000
75.503800 -6.344440 11.979100 0.000000
75.503800 -4.898300 13.233900 0.000000
76.950000 -4.898300 13.083300 0.000000
78.396100 -6.344440 11.669000 0.000000
79.842200 -6.344440 11.498400 0.000000
78.396100 -6.032390 11.978100 0.000000
79.842200 -5.854430 11.978100 0.000000
78.396100 -4.898300 12.928600 0.000000
79.842200 -4.898300 12.762000 0.000000
81.288400 -7.868170 9.085810 0.000000
82.298100 -7.790580 9.085810 0.000000
82.734500 -7.790580 9.020210 0.000000
81.288400 -7.790580 9.229670 0.000000
84.180700 -7.790580 8.811440 0.000000
85.626800 -7.790580 8.595550 0.000000
82.734500 -7.755800 9.085810 0.000000
81.288400 -6.974970 10.531900 0.000000
82.734500 -6.843280 10.531900 0.000000
84.180700 -7.643650 9.085810 0.000000
85.626800 -7.526380 9.085810 0.000000
84.180700 -6.694620 10.531900 0.000000
85.626800 -6.540560 10.531900 0.000000
81.288400 -6.344440 11.314500 0.000000
82.734500 -6.344440 11.122700 0.000000
81.288400 -5.649850 11.978100 0.000000
82.734500 -5.421850 11.978100 0.000000
81.288400 -4.898300 12.578000 0.000000
82.734500 -4.898300 12.383700 0.000000
84.180700 -6.344440 10.933700 0.000000
85.626800 -6.344440 10.752000 0.000000
84.180700 -5.188900 11.978100 0.000000
85.626800 -4.972330 11.978100 0.000000
84.180700 -4.898300 12.197600 0.000000
85.626800 -4.898300 12.033500 0.000000
75.503800 -4.601810 13.424200 0.000000
76.950000 -4.346690 13.424200 0.000000
78.396100 -4.051850 13.424200 0.000000
79.842200 -3.693270 13.424200 0.000000
78.794400 0.886253 13.424200 0.000000
79.842200 0.886253 13.319000 0.000000
79.842200 0.640644 13.424200 0.000000
80.634500 -3.452160 13.424200 0.000000
81.288400 -3.452160 13.337500 0.000000
82.734500 -3.452160 13.139300 0.000000
81.288400 -3.200920 13.424200 0.000000
82.734500 -2.324460 13.424200 0.000000
84.180700 -3.452160 12.957900 0.000000
85.626800 -3.452160 12.805500 0.000000
83.061500 -2.006020 13.424200 0.000000
84.180700 -2.006020 13.287400 0.000000
85.626800 -2.006020 13.143600 0.000000
82.655100 -0.559886 13.424200 0.000000
82.734500 -0.559886 13.414100 0.000000
82.734500 -0.593217 13.424200 0.000000
81.288400 0.886253 13.156400 0.000000
81.288400 0.165843 13.424200 0.000000
82.734500 0.886253 12.983500 0.000000
84.180700 -0.559886 13.240600 0.000000
85.626800 -0.559886 13.098700 0.000000
84.180700 0.886253 12.820700 0.000000
85.626800 0.886253 12.676900 0.000000
87.072900 -9.015040 3.301250 0.000000
88.519100 -8.976820 3.301250 0.000000
87.072900 -8.849020 4.747390 0.000000
88.519100 -8.795870 4.747390 0.000000
89.965200 -8.940490 3.301250 0.000000
91.411400 -8.905680 3.301250 0.000000
89.965200 -8.744520 4.747390 0.000000
91.411400 -8.693750 4.747390 0.000000
87.072900 -8.572080 6.193530 0.000000
88.519100 -8.494360 6.193530 0.000000
87.072900 -8.108170 7.639670 0.000000
88.519100 -8.003770 7.639670 0.000000
89.965200 -8.417080 6.193530 0.000000
91.411400 -8.341000 6.193530 0.000000
89.965200 -7.899280 7.639670 0.000000
91.411400 -7.799630 7.639670 0.000000
92.857500 -8.871690 3.301250 0.000000
94.303600 -8.836490 3.301250 0.000000
92.857500 -8.642080 4.747390 0.000000
94.303600 -8.586430 4.747390 0.000000
95.749800 -8.796180 3.301250 0.000000
97.195900 -8.744290 3.301250 0.000000
95.749800 -8.520080 4.747390 0.000000
97.195900 -8.432930 4.747390 0.000000
92.857500 -8.264320 6.193530 0.000000
94.303600 -8.181720 6.193530 0.000000
91.548100 -7.790580 7.639670 0.000000
92.857500 -7.790580 7.431190 0.000000
94.303600 -7.790580 7.188060 0.000000
95.749800 -8.084070 6.193530 0.000000
97.195900 -7.958850 6.193530 0.000000
95.749800 -7.790580 6.915640 0.000000
97.195900 -7.790580 6.594840 0.000000
92.857500 -7.701030 7.639670 0.000000
94.303600 -7.590360 7.639670 0.000000
95.749800 -7.459050 7.639670 0.000000
97.195900 -7.299220 7.639670 0.000000
87.072900 -7.790580 8.366510 0.000000
88.519100 -7.790580 8.125990 0.000000
89.965200 -7.790580 7.886030 0.000000
91.411400 -7.790580 7.659960 0.000000
87.072900 -7.401760 9.085810 0.000000
88.519100 -7.273420 9.085810 0.000000
87.072900 -6.384790 10.531900 0.000000
87.461300 -6.344440 10.531900 0.000000
88.519100 -6.344440 10.403100 0.000000
88.519100 -6.235950 10.531900 0.000000
89.965200 -7.148950 9.085810 0.000000
91.411400 -7.029780 9.085810 0.000000
89.965200 -6.344440 10.235400 0.000000
91.411400 -6.344440 10.068200 0.000000
89.965200 -6.093260 10.531900 0.000000
91.411400 -5.949890 10.531900 0.000000
87.072900 -6.344440 10.576900 0.000000
86.171100 -4.898300 11.978100 0.000000
87.072900 -4.898300 11.888800 0.000000
88.519100 -4.898300 11.755800 0.000000
89.965200 -4.898300 11.622100 0.000000
91.411400 -4.898300 11.486500 0.000000
92.857500 -6.920700 9.085810 0.000000
94.303600 -6.777300 9.085810 0.000000
92.857500 -6.344440 9.887290 0.000000
94.303600 -6.344440 9.680130 0.000000
92.857500 -5.794210 10.531900 0.000000
94.303600 -5.609740 10.531900 0.000000
95.749800 -6.606760 9.085810 0.000000
97.195900 -6.407420 9.085810 0.000000
95.749800 -6.344440 9.439330 0.000000
97.195900 -6.344440 9.168660 0.000000
95.749800 -5.385150 10.531900 0.000000
97.195900 -5.123700 10.531900 0.000000
92.857500 -4.898300 11.339900 0.000000
94.303600 -4.898300 11.170000 0.000000
95.749800 -4.898300 10.967400 0.000000
97.195900 -4.898300 10.732400 0.000000
87.072900 -4.762230 11.978100 0.000000
88.519100 -4.547310 11.978100 0.000000
87.072900 -3.452160 12.670600 0.000000
88.519100 -3.452160 12.542200 0.000000
87.072900 -2.006020 13.016200 0.000000
88.519100 -2.006020 12.901800 0.000000
89.965200 -4.326900 11.978100 0.000000
91.411400 -4.094430 11.978100 0.000000
89.965200 -3.452160 12.418100 0.000000
91.411400 -3.452160 12.293700 0.000000
89.965200 -2.006020 12.796000 0.000000
91.411400 -2.006020 12.690400 0.000000
87.072900 -0.559886 12.975400 0.000000
88.519100 -0.559886 12.865200 0.000000
87.072900 0.886253 12.549700 0.000000
88.519100 0.886253 12.433900 0.000000
89.965200 -0.559886 12.764700 0.000000
91.411400 -0.559886 12.664900 0.000000
89.965200 0.886253 12.325000 0.000000
91.411400 0.886253 12.218500 0.000000
92.857500 -3.836020 11.978100 0.000000
94.303600 -3.531610 11.978100 0.000000
92.857500 -3.452160 12.161900 0.000000
94.303600 -3.452160 12.015100 0.000000
92.857500 -2.006020 12.575400 0.000000
94.303600 -2.006020 12.439200 0.000000
94.665600 -3.452160 11.978100 0.000000
95.749800 -3.452160 11.845800 0.000000
97.195900 -3.452160 11.648300 0.000000
95.749800 -3.123930 11.978100 0.000000
97.195900 -2.487800 11.978100 0.000000
95.749800 -2.006020 12.273600 0.000000
97.195900 -2.006020 12.079900 0.000000
92.857500 -0.559886 12.555900 0.000000
94.303600 -0.559886 12.426700 0.000000
92.857500 0.886253 12.107900 0.000000
94.303600 0.886253 11.983900 0.000000
94.367900 0.886253 11.978100 0.000000
95.749800 0.886253 11.840300 0.000000
95.749800 0.541980 11.978100 0.000000
97.195900 0.886253 11.678700 0.000000
97.195900 -0.022880 11.978100 0.000000
95.749800 -0.559886 12.266800 0.000000
97.195900 -0.559886 12.084200 0.000000
75.503800 -3.452160 13.999700 0.000000
76.950000 -3.452160 13.848700 0.000000
75.503800 -2.006020 14.326900 0.000000
76.950000 -2.006020 14.187200 0.000000
78.396100 -3.452160 13.690300 0.000000
79.842200 -3.452160 13.523100 0.000000
78.396100 -2.006020 14.037500 0.000000
79.842200 -2.006020 13.870500 0.000000
75.503800 -0.559886 14.234100 0.000000
76.950000 -0.559886 14.100600 0.000000
75.503800 0.886253 13.730800 0.000000
76.950000 0.886253 13.602400 0.000000
78.396100 -0.559886 13.958900 0.000000
79.842200 -0.559886 13.801300 0.000000
78.396100 0.886253 13.465000 0.000000
81.288400 -2.006020 13.676900 0.000000
82.734500 -2.006020 13.467900 0.000000
81.288400 -0.559886 13.612200 0.000000
98.642100 -8.672520 3.301250 0.000000
100.088000 -8.574970 3.301250 0.000000
98.642100 -8.315740 4.747390 0.000000
100.088000 -8.166570 4.747390 0.000000
101.534000 -8.447830 3.301250 0.000000
102.980000 -8.290510 3.301250 0.000000
101.534000 -7.985230 4.747390 0.000000
102.889000 -7.790580 4.747390 0.000000
102.980000 -7.790580 4.714530 0.000000
102.980000 -7.778000 4.747390 0.000000
98.642100 -7.799450 6.193530 0.000000
98.712900 -7.790580 6.193530 0.000000
100.088000 -7.790580 5.762910 0.000000
98.642100 -7.790580 6.214060 0.000000
101.534000 -7.790580 5.257440 0.000000
100.088000 -7.611200 6.193530 0.000000
98.642100 -7.105170 7.639670 0.000000
100.088000 -6.898160 7.639670 0.000000
101.534000 -7.390620 6.193530 0.000000
102.980000 -7.160540 6.193530 0.000000
101.534000 -6.643140 7.639670 0.000000
102.980000 -6.366920 7.639670 0.000000
104.427000 -8.103920 3.301250 0.000000
105.873000 -7.890810 3.301250 0.000000
104.427000 -7.790580 4.150450 0.000000
105.873000 -7.790580 3.562260 0.000000
106.494000 -7.790580 3.301250 0.000000
107.319000 -7.790580 2.964610 0.000000
108.765000 -7.790580 2.312250 0.000000
104.427000 -7.553260 4.747390 0.000000
105.873000 -7.305820 4.747390 0.000000
107.319000 -7.659400 3.301250 0.000000
108.765000 -7.410140 3.301250 0.000000
107.319000 -7.056830 4.747390 0.000000
108.765000 -6.785340 4.747390 0.000000
104.427000 -6.902520 6.193530 0.000000
105.873000 -6.623150 6.193530 0.000000
103.097000 -6.344440 7.639670 0.000000
104.427000 -6.344440 7.197410 0.000000
105.873000 -6.344440 6.689790 0.000000
104.427000 -6.080360 7.639670 0.000000
105.873000 -5.770390 7.639670 0.000000
107.254000 -6.344440 6.193530 0.000000
107.319000 -6.344440 6.169850 0.000000
108.765000 -6.344440 5.630650 0.000000
107.319000 -6.331350 6.193530 0.000000
108.765000 -6.036450 6.193530 0.000000
107.319000 -5.449050 7.639670 0.000000
108.765000 -5.111040 7.639670 0.000000
97.618300 -6.344440 9.085810 0.000000
98.642100 -6.344440 8.867250 0.000000
100.088000 -6.344440 8.515340 0.000000
98.642100 -6.178760 9.085810 0.000000
100.088000 -5.916400 9.085810 0.000000
98.322700 -4.898300 10.531900 0.000000
98.642100 -4.898300 10.470700 0.000000
100.088000 -4.898300 10.182500 0.000000
101.534000 -6.344440 8.110080 0.000000
102.980000 -6.344440 7.674450 0.000000
101.534000 -5.625270 9.085810 0.000000
102.980000 -5.310540 9.085810 0.000000
101.534000 -4.898300 9.872220 0.000000
102.980000 -4.898300 9.531250 0.000000
104.427000 -4.970210 9.085810 0.000000
104.711000 -4.898300 9.085810 0.000000
105.873000 -4.898300 8.777670 0.000000
104.427000 -4.898300 9.162850 0.000000
107.319000 -4.898300 8.361350 0.000000
108.765000 -4.898300 7.913230 0.000000
98.642100 -4.827350 10.531900 0.000000
100.088000 -4.483720 10.531900 0.000000
101.534000 -4.105020 10.531900 0.000000
102.980000 -3.693300 10.531900 0.000000
