TITLE     = "ANALYZED MODEL"
VARIABLES = "X", "Y", "Z", "C"
ZONE T="STEP 0 Incr 0"
F = POINT
-7.155350 -6.631320 -3.315660 1.000000
-7.155350 -6.631320 -1.657830 1.000000
-7.155350 -6.631320 0.000000 1.000000
-7.155350 -6.631320 1.657830 1.000000
-7.155350 -6.631320 3.315660 1.000000
-7.155350 -6.631320 4.973490 1.000000
-7.155350 -6.631320 6.631320 1.000000
-7.155350 -6.631320 8.289150 1.000000
-7.155350 -6.631320 9.946980 1.000000
-7.155350 -6.631320 11.604810 1.000000
-7.155350 -6.631320 13.262640 1.000000
-7.155350 -6.631320 14.920470 1.000000
-7.155350 -6.631320 16.578300 1.000000
-7.155350 -4.973490 -16.578300 1.000000
-7.155350 -4.973490 -14.920470 1.000000
-7.155350 -4.973490 -13.262640 1.000000
-7.155350 -4.973490 -11.604810 1.000000
-7.155350 -4.973490 -9.946980 1.000000
-7.155350 -4.973490 -8.289150 1.000000
-7.155350 -4.973490 -6.631320 1.000000
-7.155350 -4.973490 -4.973490 1.000000
-7.155350 -4.973490 -3.315660 1.000000
-7.155350 -4.973490 -1.657830 1.000000
-7.155350 -4.973490 0.000000 1.000000
-7.155350 -4.973490 1.657830 1.000000
-7.155350 -4.973490 3.315660 1.000000
-7.155350 -4.973490 4.973490 1.000000
-7.155350 -4.973490 6.631320 1.000000
-7.155350 -4.973490 8.289150 1.000000
-7.155350 -4.973490 9.946980 1.000000
-7.155350 -4.973490 11.604810 1.000000
-7.155350 -4.973490 13.262640 1.000000
-7.155350 -4.973490 14.920470 1.000000
-7.155350 -4.973490 16.578300 1.000000
-7.155350 -3.315660 -16.578300 1.000000
-7.155350 -3.315660 -14.920470 1.000000
-7.155350 -3.315660 -13.262640 1.000000
-7.155350 -3.315660 -11.604810 1.000000
-7.155350 -3.315660 -9.946980 1.000000
-7.155350 -3.315660 -8.289150 1.000000
-7.155350 -3.315660 -6.631320 1.000000
-7.155350 -3.315660 -4.973490 1.000000
-7.155350 -3.315660 -3.315660 1.000000
-7.155350 -3.315660 -1.657830 1.000000
-7.155350 -3.315660 0.000000 1.000000
-7.155350 -3.315660 1.657830 1.000000
-7.155350 -3.315660 3.315660 1.000000
-7.155350 -3.315660 4.973490 1.000000
-7.155350 -3.315660 6.631320 1.000000
-7.155350 -3.315660 8.289150 1.000000
-7.155350 -3.315660 9.946980 1.000000
-7.155350 -3.315660 11.604810 1.000000
-7.155350 -3.315660 13.262640 1.000000
-7.155350 -3.315660 14.920470 1.000000
-7.155350 -3.315660 16.578300 1.000000
-7.155350 -1.657830 -16.578300 1.000000
-7.155350 -1.657830 -14.920470 1.000000
-7.155350 -1.657830 -13.262640 1.000000
-7.155350 -1.657830 -11.604810 1.000000
-7.155350 -1.657830 -9.946980 1.000000
-7.155350 -1.657830 -8.289150 1.000000
-7.155350 -1.657830 -6.631320 1.000000
-7.155350 -1.657830 -4.973490 1.000000
-7.155350 -1.657830 -3.315660 1.000000
-7.155350 -1.657830 -1.657830 1.000000
-7.155350 -1.657830 0.000000 1.000000
-7.155350 -1.657830 1.657830 1.000000
-7.155350 -1.657830 3.315660 1.000000
-7.155350 -1.657830 4.973490 1.000000
-7.155350 -1.657830 6.631320 1.000000
-7.155350 -1.657830 8.289150 1.000000
-7.155350 -1.657830 9.946980 1.000000
-7.155350 -1.657830 11.604810 1.000000
-7.155350 -1.657830 13.262640 1.000000
-7.155350 -1.657830 14.920470 1.000000
-7.155350 -1.657830 16.578300 1.000000
-7.155350 0.000000 -16.578300 1.000000
-7.155350 0.000000 -14.920470 1.000000
-7.155350 0.000000 -13.262640 1.000000
-7.155350 0.000000 -11.604810 1.000000
-7.155350 0.000000 -9.946980 1.000000
-7.155350 0.000000 -8.289150 1.000000
-7.155350 0.000000 -6.631320 1.000000
-7.155350 0.000000 -4.973490 1.000000
-7.155350 0.000000 -3.315660 1.000000
-7.155350 0.000000 -1.657830 1.000000
-7.155350 0.000000 0.000000 1.000000
-7.155350 0.000000 1.657830 1.000000
-7.155350 0.000000 3.315660 1.000000
-7.155350 0.000000 4.973490 1.000000
-7.155350 0.000000 6.631320 1.000000
-7.155350 0.000000 8.289150 1.000000
-7.155350 0.000000 9.946980 1.000000
-7.155350 0.000000 11.604810 1.000000
-7.155350 0.000000 13.262640 1.000000
-7.155350 0.000000 14.920470 1.000000
-7.155350 0.000000 16.578300 1.000000
-7.155350 1.657830 -16.578300 1.000000
-7.155350 1.657830 -14.920470 1.000000
-7.155350 1.657830 -13.262640 1.000000
-7.155350 1.657830 -11.604810 1.000000
-7.155350 1.657830 -9.946980 1.000000
-7.155350 1.657830 -8.289150 1.000000
-7.155350 1.657830 -6.631320 1.000000
-7.155350 1.657830 -4.973490 1.000000
-7.155350 1.657830 -3.315660 1.000000
-7.155350 1.657830 -1.657830 1.000000
-7.155350 1.657830 0.000000 1.000000
-7.155350 1.657830 1.657830 1.000000
-7.155350 1.657830 3.315660 1.000000
-7.155350 1.657830 4.973490 1.000000
-7.155350 1.657830 6.631320 1.000000
-7.155350 1.657830 8.289150 1.000000
-7.155350 1.657830 9.946980 1.000000
-7.155350 1.657830 11.604810 1.000000
-7.155350 1.657830 13.262640 1.000000
-7.155350 1.657830 14.920470 1.000000
-7.155350 1.657830 16.578300 1.000000
-7.155350 3.315660 -16.578300 1.000000
-7.155350 3.315660 -14.920470 1.000000
-7.155350 3.315660 -13.262640 1.000000
-7.155350 3.315660 -11.604810 1.000000
-7.155350 3.315660 -9.946980 1.000000
-7.155350 3.315660 -8.289150 1.000000
-7.155350 3.315660 -6.631320 1.000000
-7.155350 3.315660 -4.973490 1.000000
-7.155350 3.315660 -3.315660 1.000000
-7.155350 3.315660 -1.657830 1.000000
-7.155350 3.315660 0.000000 1.000000
-7.155350 3.315660 1.657830 1.000000
-7.155350 3.315660 3.315660 1.000000
-7.155350 3.315660 4.973490 1.000000
-7.155350 3.315660 6.631320 1.000000
-7.155350 3.315660 8.289150 1.000000
-7.155350 3.315660 9.946980 1.000000
-7.155350 3.315660 11.604810 1.000000
-7.155350 3.315660 13.262640 1.000000
-7.155350 3.315660 14.920470 1.000000
-7.155350 3.315660 16.578300 1.000000
-7.155350 4.973490 -16.578300 1.000000
-7.155350 4.973490 -14.920470 1.000000
-7.155350 4.973490 -13.262640 1.000000
-7.155350 4.973490 -11.604810 1.000000
-7.155350 4.973490 -9.946980 1.000000
-7.155350 4.973490 -8.289150 1.000000
-7.155350 4.973490 -6.631320 1.000000
-7.155350 4.973490 -4.973490 1.000000
-7.155350 4.973490 -3.315660 1.000000
-7.155350 4.973490 -1.657830 1.000000
-7.155350 4.973490 0.000000 1.000000
-7.155350 4.973490 1.657830 1.000000
-7.155350 4.973490 3.315660 1.000000
-7.155350 4.973490 4.973490 1.000000
-7.155350 4.973490 6.631320 1.000000
-7.155350 4.973490 8.289150 1.000000
-7.155350 4.973490 9.946980 1.000000
-7.155350 4.973490 11.604810 1.000000
-7.155350 4.973490 13.262640 1.000000
-7.155350 4.973490 14.920470 1.000000
-7.155350 4.973490 16.578300 1.000000
-7.155350 6.631320 -16.578300 1.000000
-7.155350 6.631320 -14.920470 1.000000
-7.155350 6.631320 -13.262640 1.000000
-7.155350 6.631320 -11.604810 1.000000
-7.155350 6.631320 -9.946980 1.000000
-7.155350 6.631320 -8.289150 1.000000
-7.155350 6.631320 -6.631320 1.000000
-7.155350 6.631320 -4.973490 1.000000
-7.155350 6.631320 -3.315660 1.000000
-7.155350 6.631320 -1.657830 1.000000
-7.155350 6.631320 0.000000 1.000000
-7.155350 6.631320 1.657830 1.000000
-7.155350 6.631320 3.315660 1.000000
-7.155350 6.631320 4.973490 1.000000
-7.155350 6.631320 6.631320 1.000000
-7.155350 6.631320 8.289150 1.000000
-7.155350 6.631320 9.946980 1.000000
-7.155350 6.631320 11.604810 1.000000
-7.155350 6.631320 13.262640 1.000000
-7.155350 6.631320 14.920470 1.000000
-7.155350 6.631320 16.578300 1.000000
-7.155350 8.289150 -16.578300 1.000000
-7.155350 8.289150 -14.920470 1.000000
-7.155350 8.289150 -13.262640 1.000000
-7.155350 8.289150 -11.604810 1.000000
-7.155350 8.289150 -9.946980 1.000000
-7.155350 8.289150 -8.289150 1.000000
-7.155350 8.289150 -6.631320 1.000000
-7.155350 8.289150 -4.973490 1.000000
-7.155350 8.289150 -3.315660 1.000000
-7.155350 8.289150 -1.657830 1.000000
-7.155350 8.289150 0.000000 1.000000
-7.155350 8.289150 1.657830 1.000000
-7.155350 8.289150 3.315660 1.000000
-7.155350 8.289150 4.973490 1.000000
-7.155350 8.289150 6.631320 1.000000
-7.155350 8.289150 8.289150 1.000000
-7.155350 8.289150 9.946980 1.000000
-7.155350 8.289150 11.604810 1.000000
-7.155350 8.289150 13.262640 1.000000
-7.155350 8.289150 14.920470 1.000000
-7.155350 8.289150 16.578300 1.000000
-7.155350 9.946980 -16.578300 1.000000
-7.155350 9.946980 -14.920470 1.000000
-7.155350 9.946980 -13.262640 1.000000
-7.155350 9.946980 -11.604810 1.000000
-7.155350 9.946980 -9.946980 1.000000
-7.155350 9.946980 -8.289150 1.000000
-7.155350 9.946980 -6.631320 1.000000
-7.155350 9.946980 -4.973490 1.000000
-7.155350 9.946980 -3.315660 1.000000
-7.155350 9.946980 -1.657830 1.000000
-7.155350 9.946980 0.000000 1.000000
-7.155350 9.946980 1.657830 1.000000
-7.155350 9.946980 3.315660 1.000000
-7.155350 9.946980 4.973490 1.000000
-7.155350 9.946980 6.631320 1.000000
-7.155350 9.946980 8.289150 1.000000
-7.155350 9.946980 9.946980 1.000000
-7.155350 9.946980 11.604810 1.000000
-7.155350 9.946980 13.262640 1.000000
-7.155350 9.946980 14.920470 1.000000
-7.155350 9.946980 16.578300 1.000000
-7.155350 11.604810 -16.578300 1.000000
-7.155350 11.604810 -14.920470 1.000000
-7.155350 11.604810 -13.262640 1.000000
-7.155350 11.604810 -11.604810 1.000000
-7.155350 11.604810 -9.946980 1.000000
-7.155350 11.604810 -8.289150 1.000000
-7.155350 11.604810 -6.631320 1.000000
-7.155350 11.604810 -4.973490 1.000000
-7.155350 11.604810 -3.315660 1.000000
-7.155350 11.604810 -1.657830 1.000000
-7.155350 11.604810 0.000000 1.000000
-7.155350 11.604810 1.657830 1.000000
-7.155350 11.604810 3.315660 1.000000
-7.155350 11.604810 4.973490 1.000000
-7.155350 11.604810 6.631320 1.000000
-7.155350 11.604810 8.289150 1.000000
-7.155350 11.604810 9.946980 1.000000
-7.155350 11.604810 11.604810 1.000000
-7.155350 11.604810 13.262640 1.000000
-7.155350 11.604810 14.920470 1.000000
-7.155350 11.604810 16.578300 1.000000
-7.155350 13.262640 -16.578300 1.000000
-7.155350 13.262640 -14.920470 1.000000
-7.155350 13.262640 -13.262640 1.000000
-7.155350 13.262640 -11.604810 1.000000
-7.155350 13.262640 -9.946980 1.000000
-7.155350 13.262640 -8.289150 1.000000
-7.155350 13.262640 -6.631320 1.000000
-7.155350 13.262640 -4.973490 1.000000
-7.155350 13.262640 -3.315660 1.000000
-7.155350 13.262640 -1.657830 1.000000
-7.155350 13.262640 0.000000 1.000000
-7.155350 13.262640 1.657830 1.000000
-7.155350 13.262640 3.315660 1.000000
-7.155350 13.262640 4.973490 1.000000
-7.155350 13.262640 6.631320 1.000000
-7.155350 13.262640 8.289150 1.000000
-7.155350 13.262640 9.946980 1.000000
-7.155350 13.262640 11.604810 1.000000
-7.155350 13.262640 13.262640 1.000000
-7.155350 13.262640 14.920470 1.000000
-7.155350 13.262640 16.578300 1.000000
-7.155350 14.920470 -16.578300 1.000000
-7.155350 14.920470 -14.920470 1.000000
-7.155350 14.920470 -13.262640 1.000000
-7.155350 14.920470 -11.604810 1.000000
-7.155350 14.920470 -9.946980 1.000000
-7.155350 14.920470 -8.289150 1.000000
-7.155350 14.920470 -6.631320 1.000000
-7.155350 14.920470 -4.973490 1.000000
-7.155350 14.920470 -3.315660 1.000000
-7.155350 14.920470 -1.657830 1.000000
-7.155350 14.920470 0.000000 1.000000
-7.155350 14.920470 1.657830 1.000000
-7.155350 14.920470 3.315660 1.000000
-7.155350 14.920470 4.973490 1.000000
-7.155350 14.920470 6.631320 1.000000
-7.155350 14.920470 8.289150 1.000000
-7.155350 14.920470 9.946980 1.000000
-7.155350 14.920470 11.604810 1.000000
-7.155350 14.920470 13.262640 1.000000
-7.155350 14.920470 14.920470 1.000000
-7.155350 14.920470 16.578300 1.000000
-7.155350 16.578300 -16.578300 1.000000
-7.155350 16.578300 -14.920470 1.000000
-7.155350 16.578300 -13.262640 1.000000
-7.155350 16.578300 -11.604810 1.000000
-7.155350 16.578300 -9.946980 1.000000
-7.155350 16.578300 -8.289150 1.000000
-7.155350 16.578300 -6.631320 1.000000
-7.155350 16.578300 -4.973490 1.000000
-7.155350 16.578300 -3.315660 1.000000
-7.155350 16.578300 -1.657830 1.000000
-7.155350 16.578300 0.000000 1.000000
-7.155350 16.578300 1.657830 1.000000
-7.155350 16.578300 3.315660 1.000000
-7.155350 16.578300 4.973490 1.000000
-7.155350 16.578300 6.631320 1.000000
-7.155350 16.578300 8.289150 1.000000
-7.155350 16.578300 9.946980 1.000000
-7.155350 16.578300 11.604810 1.000000
-7.155350 16.578300 13.262640 1.000000
-7.155350 16.578300 14.920470 1.000000
-7.155350 16.578300 16.578300 1.000000
-5.724280 -16.578300 -16.578300 1.000000
-5.724280 -16.578300 -14.920470 1.000000
-5.724280 -16.578300 -13.262640 1.000000
-5.724280 -16.578300 -11.604810 1.000000
-5.724280 -16.578300 -9.946980 1.000000
-5.724280 -16.578300 -8.289150 1.000000
-5.724280 -16.578300 -6.631320 1.000000
-5.724280 -16.578300 -4.973490 1.000000
-5.724280 -16.578300 -3.315660 1.000000
-5.724280 -16.578300 -1.657830 1.000000
-5.724280 -16.578300 0.000000 1.000000
-5.724280 -16.578300 1.657830 1.000000
-5.724280 -16.578300 3.315660 1.000000
-5.724280 -16.578300 4.973490 1.000000
-5.724280 -16.578300 6.631320 1.000000
-5.724280 -16.578300 8.289150 1.000000
-5.724280 -16.578300 9.946980 1.000000
-5.724280 -16.578300 11.604810 1.000000
-5.724280 -16.578300 13.262640 1.000000
-5.724280 -16.578300 14.920470 1.000000
-5.724280 -16.578300 16.578300 1.000000
-5.724280 -14.920470 -16.578300 1.000000
-5.724280 -14.920470 -14.920470 1.000000
-5.724280 -14.920470 -13.262640 1.000000
-5.724280 -14.920470 -11.604810 1.000000
-5.724280 -14.920470 -9.946980 1.000000
-5.724280 -14.920470 -8.289150 1.000000
-5.724280 -14.920470 -6.631320 1.000000
-5.724280 -14.920470 -4.973490 1.000000
-5.724280 -14.920470 -3.315660 1.000000
-5.724280 -14.920470 -1.657830 1.000000
-5.724280 -14.920470 0.000000 1.000000
-5.724280 -14.920470 1.657830 1.000000
-5.724280 -14.920470 3.315660 1.000000
-5.724280 -14.920470 4.973490 1.000000
-5.724280 -14.920470 6.631320 1.000000
-5.724280 -14.920470 8.289150 1.000000
-5.724280 -14.920470 9.946980 1.000000
-5.724280 -14.920470 11.604810 1.000000
-5.724280 -14.920470 13.262640 1.000000
-5.724280 -14.920470 14.920470 1.000000
-5.724280 -14.920470 16.578300 1.000000
-5.724280 -13.262640 -16.578300 1.000000
-5.724280 -13.262640 -14.920470 1.000000
-5.724280 -13.262640 -13.262640 1.000000
-5.724280 -13.262640 -11.604810 1.000000
-5.724280 -13.262640 -9.946980 1.000000
-5.724280 -13.262640 -8.289150 1.000000
-5.724280 -13.262640 -6.631320 1.000000
-5.724280 -13.262640 -4.973490 1.000000
-5.724280 -13.262640 -3.315660 1.000000
-5.724280 -13.262640 -1.657830 1.000000
-5.724280 -13.262640 0.000000 1.000000
-5.724280 -13.262640 1.657830 1.000000
-5.724280 -13.262640 3.315660 1.000000
-5.724280 -13.262640 4.973490 1.000000
-5.724280 -13.262640 6.631320 1.000000
-5.724280 -13.262640 8.289150 1.000000
-5.724280 -13.262640 9.946980 1.000000
-5.724280 -13.262640 11.604810 1.000000
-5.724280 -13.262640 13.262640 1.000000
-5.724280 -13.262640 14.920470 1.000000
-5.724280 -13.262640 16.578300 1.000000
-5.724280 -11.604810 -16.578300 1.000000
-5.724280 -11.604810 -14.920470 1.000000
-5.724280 -11.604810 -13.262640 1.000000
-5.724280 -11.604810 -11.604810 1.000000
-5.724280 -11.604810 -9.946980 1.000000
-5.724280 -11.604810 -8.289150 1.000000
-5.724280 -11.604810 -6.631320 1.000000
-5.724280 -11.604810 -4.973490 1.000000
-5.724280 -11.604810 -3.315660 1.000000
-5.724280 -11.604810 -1.657830 1.000000
-5.724280 -11.604810 0.000000 1.000000
-5.724280 -11.604810 1.657830 1.000000
-5.724280 -11.604810 3.315660 1.000000
-5.724280 -11.604810 4.973490 1.000000
-5.724280 -11.604810 6.631320 1.000000
-5.724280 -11.604810 8.289150 1.000000
-5.724280 -11.604810 9.946980 1.000000
-5.724280 -11.604810 11.604810 1.000000
-5.724280 -11.604810 13.262640 1.000000
-5.724280 -11.604810 14.920470 1.000000
-5.724280 -11.604810 16.578300 1.000000
-5.724280 -9.946980 -16.578300 1.000000
-5.724280 -9.946980 -14.920470 1.000000
-5.724280 -9.946980 -13.262640 1.000000
-5.724280 -9.946980 -11.604810 1.000000
-5.724280 -9.946980 -9.946980 1.000000
-5.724280 -9.946980 -8.289150 1.000000
-5.724280 -9.946980 -6.631320 1.000000
-5.724280 -9.946980 -4.973490 1.000000
-5.724280 -9.946980 -3.315660 1.000000
-5.724280 -9.946980 -1.657830 1.000000
-5.724280 -9.946980 0.000000 1.000000
-5.724280 -9.946980 1.657830 1.000000
-5.724280 -9.946980 3.315660 1.000000
-5.724280 -9.946980 4.973490 1.000000
-5.724280 -9.946980 6.631320 1.000000
-5.724280 -9.946980 8.289150 1.000000
-5.724280 -9.946980 9.946980 1.000000
-5.724280 -9.946980 11.604810 1.000000
-5.724280 -9.946980 13.262640 1.000000
-5.724280 -9.946980 14.920470 1.000000
-5.724280 -9.946980 16.578300 1.000000
-5.724280 -8.289150 -16.578300 1.000000
-5.724280 -8.289150 -14.920470 1.000000
-5.724280 -8.289150 -13.262640 1.000000
-5.724280 -8.289150 -11.604810 1.000000
-5.724280 -8.289150 -9.946980 1.000000
-5.724280 -8.289150 -8.289150 1.000000
-5.724280 -8.289150 -6.631320 1.000000
-5.724280 -8.289150 -4.973490 1.000000
-5.724280 -8.289150 -3.315660 1.000000
-5.724280 -8.289150 -1.657830 1.000000
-5.724280 -8.289150 0.000000 1.000000
-5.724280 -8.289150 1.657830 1.000000
-5.724280 -8.289150 3.315660 1.000000
-5.724280 -8.289150 4.973490 1.000000
-5.724280 -8.289150 6.631320 1.000000
-5.724280 -8.289150 8.289150 1.000000
-5.724280 -8.289150 9.946980 1.000000
-5.724280 -8.289150 11.604810 1.000000
-5.724280 -8.289150 13.262640 1.000000
-5.724280 -8.289150 14.920470 1.000000
-5.724280 -8.289150 16.578300 1.000000
-5.724280 -6.631320 -16.578300 1.000000
-5.724280 -6.631320 -14.920470 1.000000
-5.724280 -6.631320 -13.262640 1.000000
-5.724280 -6.631320 -11.604810 1.000000
-5.724280 -6.631320 -9.946980 1.000000
-5.724280 -6.631320 -8.289150 1.000000
-5.724280 -6.631320 -6.631320 1.000000
-5.724280 -6.631320 -4.973490 1.000000
-5.724280 -6.631320 -3.315660 1.000000
-5.724280 -6.631320 -1.657830 1.000000
-5.724280 -6.631320 0.000000 1.000000
-5.724280 -6.631320 1.657830 1.000000
-5.724280 -6.631320 3.315660 1.000000
-5.724280 -6.631320 4.973490 1.000000
-5.724280 -6.631320 6.631320 1.000000
-5.724280 -6.631320 8.289150 1.000000
-5.724280 -6.631320 9.946980 1.000000
-5.724280 -6.631320 11.604810 1.000000
-5.724280 -6.631320 13.262640 1.000000
-5.724280 -6.631320 14.920470 1.000000
-5.724280 -6.631320 16.578300 1.000000
-5.724280 -4.973490 -16.578300 1.000000
-5.724280 -4.973490 -14.920470 1.000000
-5.724280 -4.973490 -13.262640 1.000000
-5.724280 -4.973490 -11.604810 1.000000
-5.724280 -4.973490 -9.946980 1.000000
-5.724280 -4.973490 -8.289150 1.000000
-5.724280 -4.973490 -6.631320 1.000000
-5.724280 -4.973490 -4.973490 1.000000
-5.724280 -4.973490 -3.315660 1.000000
-5.724280 -4.973490 -1.657830 1.000000
-5.724280 -4.973490 0.000000 1.000000
-5.724280 -4.973490 1.657830 1.000000
-5.724280 -4.973490 3.315660 1.000000
-5.724280 -4.973490 4.973490 1.000000
-5.724280 -4.973490 6.631320 1.000000
-5.724280 -4.973490 8.289150 1.000000
-5.724280 -4.973490 9.946980 1.000000
-5.724280 -4.973490 11.604810 1.000000
-5.724280 -4.973490 13.262640 1.000000
-5.724280 -4.973490 14.920470 1.000000
-5.724280 -4.973490 16.578300 1.000000
-5.724280 -3.315660 -16.578300 1.000000
-5.724280 -3.315660 -14.920470 1.000000
-5.724280 -3.315660 -13.262640 1.000000
-5.724280 -3.315660 -11.604810 1.000000
-5.724280 -3.315660 -9.946980 1.000000
-5.724280 -3.315660 -8.289150 1.000000
-5.724280 -3.315660 -6.631320 1.000000
-5.724280 -3.315660 -4.973490 1.000000
-5.724280 -3.315660 -3.315660 1.000000
-5.724280 -3.315660 -1.657830 1.000000
-5.724280 -3.315660 0.000000 1.000000
-5.724280 -3.315660 1.657830 1.000000
-5.724280 -3.315660 3.315660 1.000000
-5.724280 -3.315660 4.973490 1.000000
-5.724280 -3.315660 6.631320 1.000000
-5.724280 -3.315660 8.289150 1.000000
-5.724280 -3.315660 9.946980 1.000000
-5.724280 -3.315660 11.604810 1.000000
-5.724280 -3.315660 13.262640 1.000000
-5.724280 -3.315660 14.920470 1.000000
-5.724280 -3.315660 16.578300 1.000000
-5.724280 -1.657830 -16.578300 1.000000
-5.724280 -1.657830 -14.920470 1.000000
-5.724280 -1.657830 -13.262640 1.000000
-5.724280 -1.657830 -11.604810 1.000000
-5.724280 -1.657830 -9.946980 1.000000
-5.724280 -1.657830 -8.289150 1.000000
-5.724280 -1.657830 -6.631320 1.000000
-5.724280 -1.657830 -4.973490 1.000000
-5.724280 -1.657830 -3.315660 1.000000
-5.724280 -1.657830 -1.657830 1.000000
-5.724280 -1.657830 0.000000 1.000000
-5.724280 -1.657830 1.657830 1.000000
-5.724280 -1.657830 3.315660 1.000000
-5.724280 -1.657830 4.973490 1.000000
-5.724280 -1.657830 6.631320 1.000000
-5.724280 -1.657830 8.289150 1.000000
-5.724280 -1.657830 9.946980 1.000000
-5.724280 -1.657830 11.604810 1.000000
-5.724280 -1.657830 13.262640 1.000000
-5.724280 -1.657830 14.920470 1.000000
-5.724280 -1.657830 16.578300 1.000000
-5.724280 0.000000 -16.578300 1.000000
-5.724280 0.000000 -14.920470 1.000000
-5.724280 0.000000 -13.262640 1.000000
-5.724280 0.000000 -11.604810 1.000000
-5.724280 0.000000 -9.946980 1.000000
-5.724280 0.000000 -8.289150 1.000000
-5.724280 0.000000 -6.631320 1.000000
-5.724280 0.000000 -4.973490 1.000000
-5.724280 0.000000 -3.315660 1.000000
-5.724280 0.000000 -1.657830 1.000000
-5.724280 0.000000 0.000000 1.000000
-5.724280 0.000000 1.657830 1.000000
-5.724280 0.000000 3.315660 1.000000
-5.724280 0.000000 4.973490 1.000000
-5.724280 0.000000 6.631320 1.000000
-5.724280 0.000000 8.289150 1.000000
-5.724280 0.000000 9.946980 1.000000
-5.724280 0.000000 11.604810 1.000000
-5.724280 0.000000 13.262640 1.000000
-5.724280 0.000000 14.920470 1.000000
-5.724280 0.000000 16.578300 1.000000
-5.724280 1.657830 -16.578300 1.000000
-5.724280 1.657830 -14.920470 1.000000
-5.724280 1.657830 -13.262640 1.000000
-5.724280 1.657830 -11.604810 1.000000
-5.724280 1.657830 -9.946980 1.000000
-5.724280 1.657830 -8.289150 1.000000
-5.724280 1.657830 -6.631320 1.000000
-5.724280 1.657830 -4.973490 1.000000
-5.724280 1.657830 -3.315660 1.000000
-5.724280 1.657830 -1.657830 1.000000
-5.724280 1.657830 0.000000 1.000000
-5.724280 1.657830 1.657830 1.000000
-5.724280 1.657830 3.315660 1.000000
-5.724280 1.657830 4.973490 1.000000
-5.724280 1.657830 6.631320 1.000000
-5.724280 1.657830 8.289150 1.000000
-5.724280 1.657830 9.946980 1.000000
-5.724280 1.657830 11.604810 1.000000
-5.724280 1.657830 13.262640 1.000000
-5.724280 1.657830 14.920470 1.000000
-5.724280 1.657830 16.578300 1.000000
-5.724280 3.315660 -16.578300 1.000000
-5.724280 3.315660 -14.920470 1.000000
-5.724280 3.315660 -13.262640 1.000000
-5.724280 3.315660 -11.604810 1.000000
-5.724280 3.315660 -9.946980 1.000000
-5.724280 3.315660 -8.289150 1.000000
-5.724280 3.315660 -6.631320 1.000000
-5.724280 3.315660 -4.973490 1.000000
-5.724280 3.315660 -3.315660 1.000000
-5.724280 3.315660 -1.657830 1.000000
-5.724280 3.315660 0.000000 1.000000
-5.724280 3.315660 1.657830 1.000000
-5.724280 3.315660 3.315660 1.000000
-5.724280 3.315660 4.973490 1.000000
-5.724280 3.315660 6.631320 1.000000
-5.724280 3.315660 8.289150 1.000000
-5.724280 3.315660 9.946980 1.000000
-5.724280 3.315660 11.604810 1.000000
-5.724280 3.315660 13.262640 1.000000
-5.724280 3.315660 14.920470 1.000000
-5.724280 3.315660 16.578300 1.000000
-5.724280 4.973490 -16.578300 1.000000
-5.724280 4.973490 -14.920470 1.000000
-5.724280 4.973490 -13.262640 1.000000
-5.724280 4.973490 -11.604810 1.000000
-5.724280 4.973490 -9.946980 1.000000
-5.724280 4.973490 -8.289150 1.000000
-5.724280 4.973490 -6.631320 1.000000
-5.724280 4.973490 -4.973490 1.000000
-5.724280 4.973490 -3.315660 1.000000
-5.724280 4.973490 -1.657830 1.000000
-5.724280 4.973490 0.000000 1.000000
-5.724280 4.973490 1.657830 1.000000
-5.724280 4.973490 3.315660 1.000000
-5.724280 4.973490 4.973490 1.000000
-5.724280 4.973490 6.631320 1.000000
-5.724280 4.973490 8.289150 1.000000
-5.724280 4.973490 9.946980 1.000000
-5.724280 4.973490 11.604810 1.000000
-5.724280 4.973490 13.262640 1.000000
-5.724280 4.973490 14.920470 1.000000
-5.724280 4.973490 16.578300 1.000000
-5.724280 6.631320 -16.578300 1.000000
-5.724280 6.631320 -14.920470 1.000000
-5.724280 6.631320 -13.262640 1.000000
-5.724280 6.631320 -11.604810 1.000000
-5.724280 6.631320 -9.946980 1.000000
-5.724280 6.631320 -8.289150 1.000000
-5.724280 6.631320 -6.631320 1.000000
-5.724280 6.631320 -4.973490 1.000000
-5.724280 6.631320 -3.315660 1.000000
-5.724280 6.631320 -1.657830 1.000000
-5.724280 6.631320 0.000000 1.000000
-5.724280 6.631320 1.657830 1.000000
-5.724280 6.631320 3.315660 1.000000
-5.724280 6.631320 4.973490 1.000000
-5.724280 6.631320 6.631320 1.000000
-5.724280 6.631320 8.289150 1.000000
-5.724280 6.631320 9.946980 1.000000
-5.724280 6.631320 11.604810 1.000000
-5.724280 6.631320 13.262640 1.000000
-5.724280 6.631320 14.920470 1.000000
-5.724280 6.631320 16.578300 1.000000
-5.724280 8.289150 -16.578300 1.000000
-5.724280 8.289150 -14.920470 1.000000
-5.724280 8.289150 -13.262640 1.000000
-5.724280 8.289150 -11.604810 1.000000
-5.724280 8.289150 -9.946980 1.000000
-5.724280 8.289150 -8.289150 1.000000
-5.724280 8.289150 -6.631320 1.000000
-5.724280 8.289150 -4.973490 1.000000
-5.724280 8.289150 -3.315660 1.000000
-5.724280 8.289150 -1.657830 1.000000
-5.724280 8.289150 0.000000 1.000000
-5.724280 8.289150 1.657830 1.000000
-5.724280 8.289150 3.315660 1.000000
